50	Rv0050	chr	+	53662	55699	53662	55699	1	53662,	55699,	0	ponA1	a	a	0
51	Rv0051	chr	+	55695	57378	55695	57378	1	55695,	57378,	0	-	a	a	0
52	Rv0052	chr	+	57409	57973	57409	57973	1	57409,	57973,	0	-	a	a	0
53	Rv0053	chr	+	58191	58482	58191	58482	1	58191,	58482,	0	rpsF	a	a	0
54	Rv0054	chr	+	58585	59080	58585	59080	1	58585,	59080,	0	ssb	a	a	0
55	Rv0055	chr	+	59121	59376	59121	59376	1	59121,	59376,	0	rpsR	a	a	0
56	Rv0056	chr	+	59408	59867	59408	59867	1	59408,	59867,	0	rplI	a	a	0
57	Rv0057	chr	+	59895	60417	59895	60417	1	59895,	60417,	0	-	a	a	0
58	Rv0058	chr	+	60395	63020	60395	63020	1	60395,	63020,	0	dnaB	a	a	0
59	Rv0059	chr	+	63199	63892	63199	63892	1	63199,	63892,	0	-	a	a	0
60	Rv0060	chr	+	63908	64967	63908	64967	1	63908,	64967,	0	-	a	a	0
61	Rv0061	chr	+	64990	65416	64990	65416	1	64990,	65416,	0	-	a	a	0
62	Rv0062	chr	+	65551	66694	65551	66694	1	65551,	66694,	0	celA1	a	a	0
63	Rv0063	chr	+	66922	68362	66922	68362	1	66922,	68362,	0	-	a	a	0
64	Rv0064	chr	+	68619	71559	68619	71559	1	68619,	71559,	0	-	a	a	0
65	Rv0065	chr	+	71820	72222	71820	72222	1	71820,	72222,	0	-	a	a	0
66	Rv0066c	chr	-	72273	74511	72273	74511	1	72273,	74511,	0	icd2	a	a	0
67	Rv0067c	chr	-	74628	75198	74628	75198	1	74628,	75198,	0	-	a	a	0
68	Rv0068	chr	+	75300	76212	75300	76212	1	75300,	76212,	0	-	a	a	0
69	Rv0069c	chr	-	76236	77622	76236	77622	1	76236,	77622,	0	sdaA	a	a	0
70	Rv0070c	chr	-	77618	78896	77618	78896	1	77618,	78896,	0	glyA	a	a	0
71	Rv0071	chr	+	79485	80193	79485	80193	1	79485,	80193,	0	-	a	a	0
72	Rv0072	chr	+	80623	81673	80623	81673	1	80623,	81673,	0	-	a	a	0
73	Rv0073	chr	+	81675	82668	81675	82668	1	81675,	82668,	0	-	a	a	0
74	Rv0074	chr	+	82747	83983	82747	83983	1	82747,	83983,	0	-	a	a	0
75	Rv0075	chr	+	83995	85168	83995	85168	1	83995,	85168,	0	-	a	a	0
76	Rv0076c	chr	-	85182	85572	85182	85572	1	85182,	85572,	0	-	a	a	0
77	Rv0077c	chr	-	85635	86466	85635	86466	1	85635,	86466,	0	-	a	a	0
78	Rv0078	chr	+	86527	87133	86527	87133	1	86527,	87133,	0	-	a	a	0
79	Rv0078A	chr	-	87207	87801	87207	87801	1	87207,	87801,	0	-	a	a	0
80	Rv0079	chr	+	88203	89025	88203	89025	1	88203,	89025,	0	-	a	a	0
81	Rv0080	chr	+	89021	89480	89021	89480	1	89021,	89480,	0	-	a	a	0
82	Rv0081	chr	+	89574	89919	89574	89919	1	89574,	89919,	0	-	a	a	0
83	Rv0082	chr	+	89923	90403	89923	90403	1	89923,	90403,	0	-	a	a	0
84	Rv0083	chr	+	90399	92322	90399	92322	1	90399,	92322,	0	-	a	a	0
85	Rv0084	chr	+	92327	93278	92327	93278	1	92327,	93278,	0	hycD	a	a	0
86	Rv0085	chr	+	93288	93951	93288	93951	1	93288,	93951,	0	hycP	a	a	0
87	Rv0086	chr	+	93950	95417	93950	95417	1	93950,	95417,	0	hycQ	a	a	0
88	Rv0087	chr	+	95413	96892	95413	96892	1	95413,	96892,	0	hycE	a	a	0
89	Rv0088	chr	+	96926	97601	96926	97601	1	96926,	97601,	0	-	a	a	0
90	Rv0089	chr	+	97757	98351	97757	98351	1	97757,	98351,	0	-	a	a	0
91	Rv0090	chr	+	98479	99250	98479	99250	1	98479,	99250,	0	-	a	a	0
92	Rv0091	chr	+	99683	100451	99683	100451	1	99683,	100451,	0	mtn	a	a	0
93	Rv0092	chr	+	100582	102868	100582	102868	1	100582,	102868,	0	ctpA	a	a	0
94	Rv0093c	chr	-	102814	103663	102814	103663	1	102814,	103663,	0	-	a	a	0
95	Rv0094c	chr	-	103709	104663	103709	104663	1	103709,	104663,	0	-	a	a	0
96	Rv0095c	chr	-	104804	105215	104804	105215	1	104804,	105215,	0	-	a	a	0
97	Rv0096	chr	+	105323	106715	105323	106715	1	105323,	106715,	0	PPE1	a	a	0
98	Rv0097	chr	+	106733	107603	106733	107603	1	106733,	107603,	0	-	a	a	0
99	Rv0098	chr	+	107599	108151	107599	108151	1	107599,	108151,	0	-	a	a	0
100	Rv0099	chr	+	108155	109778	108155	109778	1	108155,	109778,	0	fadD10	a	a	0
101	Rv0100	chr	+	109782	110019	109782	110019	1	109782,	110019,	0	-	a	a	0
102	Rv0101	chr	+	110000	117539	110000	117539	1	110000,	117539,	0	nrp	a	a	0
103	Rv0102	chr	+	117713	119699	117713	119699	1	117713,	119699,	0	-	a	a	0
104	Rv0103c	chr	-	119914	122173	119914	122173	1	119914,	122173,	0	ctpB	a	a	0
105	Rv0104	chr	+	122316	123831	122316	123831	1	122316,	123831,	0	-	a	a	0
106	Rv0105c	chr	-	123979	124264	123979	124264	1	123979,	124264,	0	rpmB	a	a	0
107	Rv0106	chr	+	124373	125570	124373	125570	1	124373,	125570,	0	-	a	a	0
108	Rv0107c	chr	-	125642	130541	125642	130541	1	125642,	130541,	0	ctpI	a	a	0
109	Rv0108c	chr	-	130894	131104	130894	131104	1	130894,	131104,	0	-	a	a	0
110	Rv0109	chr	+	131381	132872	131381	132872	1	131381,	132872,	0	PE_PGRS1	a	a	0
111	Rv0110	chr	+	133019	133769	133019	133769	1	133019,	133769,	0	-	a	a	0
112	Rv0111	chr	+	133949	136007	133949	136007	1	133949,	136007,	0	-	a	a	0
113	Rv0112	chr	+	136288	137245	136288	137245	1	136288,	137245,	0	gca	a	a	0
114	Rv0113	chr	+	137318	137909	137318	137909	1	137318,	137909,	0	gmhA	a	a	0
115	Rv0114	chr	+	137940	138513	137940	138513	1	137940,	138513,	0	gmhB	a	a	0
116	Rv0115	chr	+	138512	139673	138512	139673	1	138512,	139673,	0	hddA	a	a	0
117	Rv0116c	chr	-	140266	141022	140266	141022	1	140266,	141022,	0	-	a	a	0
118	Rv0117	chr	+	141199	142144	141199	142144	1	141199,	142144,	0	oxyS	a	a	0
119	Rv0118c	chr	-	142127	143876	142127	143876	1	142127,	143876,	0	oxcA	a	a	0
120	Rv0119	chr	+	144048	145626	144048	145626	1	144048,	145626,	0	fadD7	a	a	0
121	Rv0120c	chr	-	145626	147771	145626	147771	1	145626,	147771,	0	fusA2	a	a	0
122	Rv0121c	chr	-	147907	148342	147907	148342	1	147907,	148342,	0	-	a	a	0
123	Rv0122	chr	+	148490	148859	148490	148859	1	148490,	148859,	0	-	a	a	0
124	Rv0123	chr	+	148855	149224	148855	149224	1	148855,	149224,	0	-	a	a	0
125	Rv0124	chr	+	149532	150996	149532	150996	1	149532,	150996,	0	PE_PGRS2	a	a	0
126	Rv0125	chr	+	151147	152215	151147	152215	1	151147,	152215,	0	pepA	a	a	0
127	Rv0126	chr	+	152323	154129	152323	154129	1	152323,	154129,	0	treS	a	a	0
128	Rv0127	chr	+	154231	155599	154231	155599	1	154231,	155599,	0	-	a	a	0
129	Rv0128	chr	+	155666	156446	155666	156446	1	155666,	156446,	0	-	a	a	0
130	Rv0129c	chr	-	156577	157600	156577	157600	1	156577,	157600,	0	fbpC	a	a	0
131	Rv0130	chr	+	157846	158302	157846	158302	1	157846,	158302,	0	-	a	a	0
132	Rv0131c	chr	-	158314	159658	158314	159658	1	158314,	159658,	0	fadE1	a	a	0
133	Rv0132c	chr	-	159699	160782	159699	160782	1	159699,	160782,	0	fgd2	a	a	0
134	Rv0133	chr	+	160868	161474	160868	161474	1	160868,	161474,	0	-	a	a	0
135	Rv0134	chr	+	161770	162673	161770	162673	1	161770,	162673,	0	ephF	a	a	0
136	Rv0135c	chr	-	162643	163249	162643	163249	1	162643,	163249,	0	-	a	a	0
137	Rv0136	chr	+	163365	164691	163365	164691	1	163365,	164691,	0	cyp138	a	a	0
138	Rv0137c	chr	-	164711	165260	164711	165260	1	164711,	165260,	0	msrA	a	a	0
139	Rv0138	chr	+	165322	165826	165322	165826	1	165322,	165826,	0	-	a	a	0
140	Rv0139	chr	+	165826	166849	165826	166849	1	165826,	166849,	0	-	a	a	0
141	Rv0140	chr	+	166909	167290	166909	167290	1	166909,	167290,	0	-	a	a	0
142	Rv0141c	chr	-	167270	167681	167270	167681	1	167270,	167681,	0	-	a	a	0
143	Rv0142	chr	+	167710	168637	167710	168637	1	167710,	168637,	0	-	a	a	0
144	Rv0143c	chr	-	168703	170182	168703	170182	1	168703,	170182,	0	-	a	a	0
145	Rv0144	chr	+	170283	171126	170283	171126	1	170283,	171126,	0	-	a	a	0
146	Rv0145	chr	+	171214	172168	171214	172168	1	171214,	172168,	0	-	a	a	0
147	Rv0146	chr	+	172210	173143	172210	173143	1	172210,	173143,	0	-	a	a	0
148	Rv0147	chr	+	173237	174758	173237	174758	1	173237,	174758,	0	-	a	a	0
149	Rv0148	chr	+	174832	175693	174832	175693	1	174832,	175693,	0	-	a	a	0
150	Rv0149	chr	+	175699	176668	175699	176668	1	175699,	176668,	0	-	a	a	0
151	Rv0150c	chr	-	176664	176952	176664	176952	1	176664,	176952,	0	-	a	a	0
152	Rv0151c	chr	-	177542	179309	177542	179309	1	177542,	179309,	0	PE1	a	a	0
153	Rv0152c	chr	-	179318	180896	179318	180896	1	179318,	180896,	0	PE2	a	a	0
154	Rv0153c	chr	-	181154	181985	181154	181985	1	181154,	181985,	0	ptbB	a	a	0
155	Rv0154c	chr	-	181986	183198	181986	183198	1	181986,	183198,	0	fadE2	a	a	0
156	Rv0155	chr	+	183621	184722	183621	184722	1	183621,	184722,	0	pntAa	a	a	0
157	Rv0156	chr	+	184722	185055	184722	185055	1	184722,	185055,	0	pntAb	a	a	0
158	Rv0157	chr	+	185051	186479	185051	186479	1	185051,	186479,	0	pntB	a	a	0
159	Rv0158	chr	+	186784	187429	186784	187429	1	186784,	187429,	0	-	a	a	0
160	Rv0159c	chr	-	187432	188839	187432	188839	1	187432,	188839,	0	PE3	a	a	0
161	Rv0160c	chr	-	188930	190439	188930	190439	1	188930,	190439,	0	PE4	a	a	0
162	Rv0161	chr	+	190606	191956	190606	191956	1	190606,	191956,	0	-	a	a	0
163	Rv0162c	chr	-	191983	193135	191983	193135	1	191983,	193135,	0	adhE1	a	a	0
164	Rv0163	chr	+	193116	193572	193116	193572	1	193116,	193572,	0	-	a	a	0
165	Rv0164	chr	+	193625	194111	193625	194111	1	193625,	194111,	0	TB18.5	a	a	0
166	Rv0165c	chr	-	194143	194938	194143	194938	1	194143,	194938,	0	-	a	a	0
167	Rv0166	chr	+	194992	196657	194992	196657	1	194992,	196657,	0	fadD5	a	a	0
168	Rv0167	chr	+	196860	197658	196860	197658	1	196860,	197658,	0	yrbE1A	a	a	0
169	Rv0168	chr	+	197659	198529	197659	198529	1	197659,	198529,	0	yrbE1B	a	a	0
170	Rv0169	chr	+	198533	199898	198533	199898	1	198533,	199898,	0	mce1A	a	a	0
171	Rv0170	chr	+	199894	200935	199894	200935	1	199894,	200935,	0	mce1B	a	a	0
172	Rv0171	chr	+	200931	202479	200931	202479	1	200931,	202479,	0	mce1C	a	a	0
173	Rv0172	chr	+	202475	204068	202475	204068	1	202475,	204068,	0	mce1D	a	a	0
174	Rv0173	chr	+	204064	205237	204064	205237	1	204064,	205237,	0	lprK	a	a	0
175	Rv0174	chr	+	205230	206778	205230	206778	1	205230,	206778,	0	mce1F	a	a	0
176	Rv0175	chr	+	206813	207455	206813	207455	1	206813,	207455,	0	-	a	a	0
177	Rv0176	chr	+	207451	208420	207451	208420	1	207451,	208420,	0	-	a	a	0
178	Rv0177	chr	+	208416	208971	208416	208971	1	208416,	208971,	0	-	a	a	0
179	Rv0178	chr	+	208937	209672	208937	209672	1	208937,	209672,	0	-	a	a	0
180	Rv0179c	chr	-	209702	210812	209702	210812	1	209702,	210812,	0	lprO	a	a	0
181	Rv0180c	chr	-	210891	212250	210891	212250	1	210891,	212250,	0	-	a	a	0
182	Rv0181c	chr	-	212276	213011	212276	213011	1	212276,	213011,	0	-	a	a	0
183	Rv0182c	chr	-	213027	214140	213027	214140	1	213027,	214140,	0	sigG	a	a	0
184	Rv0183	chr	+	214087	214927	214087	214927	1	214087,	214927,	0	-	a	a	0
185	Rv0184	chr	+	214968	215718	214968	215718	1	214968,	215718,	0	-	a	a	0
186	Rv0185	chr	+	215714	216224	215714	216224	1	215714,	216224,	0	-	a	a	0
187	Rv0186	chr	+	216268	218344	216268	218344	1	216268,	218344,	0	bglS	a	a	0
188	Rv0187	chr	+	218704	219367	218704	219367	1	218704,	219367,	0	-	a	a	0
189	Rv0188	chr	+	219485	219917	219485	219917	1	219485,	219917,	0	-	a	a	0
190	Rv0189c	chr	-	219995	221723	219995	221723	1	219995,	221723,	0	ilvD	a	a	0
191	Rv0190	chr	+	221870	222161	221870	222161	1	221870,	222161,	0	-	a	a	0
192	Rv0191	chr	+	222288	223530	222288	223530	1	222288,	223530,	0	-	a	a	0
193	Rv0192	chr	+	223563	224664	223563	224664	1	223563,	224664,	0	-	a	a	0
194	Rv0192A	chr	+	223606	223909	223606	223909	1	223606,	223909,	0	-	a	a	0
195	Rv0193c	chr	-	224723	226571	224723	226571	1	224723,	226571,	0	-	a	a	0
196	Rv0194	chr	+	226877	230462	226877	230462	1	226877,	230462,	0	-	a	a	0
197	Rv0195	chr	+	230898	231534	230898	231534	1	230898,	231534,	0	-	a	a	0
198	Rv0196	chr	+	231646	232231	231646	232231	1	231646,	232231,	0	-	a	a	0
199	Rv0197	chr	+	232230	234519	232230	234519	1	232230,	234519,	0	-	a	a	0
200	Rv0198c	chr	-	234515	236507	234515	236507	1	234515,	236507,	0	-	a	a	0
201	Rv0199	chr	+	236549	237209	236549	237209	1	236549,	237209,	0	-	a	a	0
202	Rv0200	chr	+	237205	237895	237205	237895	1	237205,	237895,	0	-	a	a	0
203	Rv0201c	chr	-	237891	238395	237891	238395	1	237891,	238395,	0	-	a	a	0
204	Rv0202c	chr	-	238391	241292	238391	241292	1	238391,	241292,	0	mmpL11	a	a	0
205	Rv0203	chr	+	241513	241924	241513	241924	1	241513,	241924,	0	-	a	a	0
206	Rv0204c	chr	-	241975	243214	241975	243214	1	241975,	243214,	0	-	a	a	0
207	Rv0205	chr	+	243383	244487	243383	244487	1	243383,	244487,	0	-	a	a	0
208	Rv0206c	chr	-	244483	247318	244483	247318	1	244483,	247318,	0	mmpL3	a	a	0
209	Rv0207c	chr	-	247383	248112	247383	248112	1	247383,	248112,	0	-	a	a	0
210	Rv0208c	chr	-	248114	248906	248114	248906	1	248114,	248906,	0	trmB	a	a	0
211	Rv0209	chr	+	249037	250123	249037	250123	1	249037,	250123,	0	-	a	a	0
212	Rv0210	chr	+	250119	251598	250119	251598	1	250119,	251598,	0	-	a	a	0
213	Rv0211	chr	+	251781	253602	251781	253602	1	251781,	253602,	0	pckA	a	a	0
214	Rv0212c	chr	-	253668	254640	253668	254640	1	253668,	254640,	0	nadR	a	a	0
215	Rv0213c	chr	-	254636	255950	254636	255950	1	254636,	255950,	0	-	a	a	0
216	Rv0214	chr	+	256063	257677	256063	257677	1	256063,	257677,	0	fadD4	a	a	0
217	Rv0215c	chr	-	257782	258856	257782	258856	1	257782,	258856,	0	fadE3	a	a	0
218	Rv0216	chr	+	258912	259926	258912	259926	1	258912,	259926,	0	-	a	a	0
219	Rv0217c	chr	-	259922	260831	259922	260831	1	259922,	260831,	0	lipW	a	a	0
220	Rv0218	chr	+	260923	262252	260923	262252	1	260923,	262252,	0	-	a	a	0
221	Rv0219	chr	+	262253	262802	262253	262802	1	262253,	262802,	0	-	a	a	0
222	Rv0220	chr	+	262811	264023	262811	264023	1	262811,	264023,	0	lipC	a	a	0
223	Rv0221	chr	+	264066	265476	264066	265476	1	264066,	265476,	0	-	a	a	0
224	Rv0222	chr	+	265506	266295	265506	266295	1	265506,	266295,	0	echA1	a	a	0
225	Rv0223c	chr	-	266300	267764	266300	267764	1	266300,	267764,	0	-	a	a	0
226	Rv0224c	chr	-	267862	268627	267862	268627	1	267862,	268627,	0	-	a	a	0
227	Rv0225	chr	+	268662	269817	268662	269817	1	268662,	269817,	0	-	a	a	0
228	Rv0226c	chr	-	269833	271564	269833	271564	1	269833,	271564,	0	-	a	a	0
229	Rv0227c	chr	-	271573	272839	271573	272839	1	271573,	272839,	0	-	a	a	0
230	Rv0228	chr	+	273054	274278	273054	274278	1	273054,	274278,	0	-	a	a	0
231	Rv0229c	chr	-	274305	274986	274305	274986	1	274305,	274986,	0	-	a	a	0
232	Rv0230c	chr	-	274982	275963	274982	275963	1	274982,	275963,	0	php	a	a	0
233	Rv0231	chr	+	276057	277764	276057	277764	1	276057,	277764,	0	fadE4	a	a	0
234	Rv0232	chr	+	277898	278588	277898	278588	1	277898,	278588,	0	-	a	a	0
235	Rv0233	chr	+	278584	279529	278584	279529	1	278584,	279529,	0	nrdB	a	a	0
236	Rv0234c	chr	-	279604	281140	279604	281140	1	279604,	281140,	0	gabD1	a	a	0
237	Rv0235c	chr	-	281165	282614	281165	282614	1	281165,	282614,	0	-	a	a	0
238	Rv0236c	chr	-	282648	286851	282648	286851	1	282648,	286851,	0	-	a	a	0
239	Rv0236A	chr	-	286897	287071	286897	287071	1	286897,	287071,	0	-	a	a	0
240	Rv0237	chr	+	287185	288352	287185	288352	1	287185,	288352,	0	lpqI	a	a	0
241	Rv0238	chr	+	288427	289042	288427	289042	1	288427,	289042,	0	-	a	a	0
242	Rv0239	chr	+	289103	289337	289103	289337	1	289103,	289337,	0	-	a	a	0
243	Rv0240	chr	+	289344	289782	289344	289782	1	289344,	289782,	0	-	a	a	0
244	Rv0241c	chr	-	289811	290654	289811	290654	1	289811,	290654,	0	-	a	a	0
245	Rv0242c	chr	-	290664	292029	290664	292029	1	290664,	292029,	0	fabG	a	a	0
246	Rv0243	chr	+	292170	293493	292170	293493	1	292170,	293493,	0	fadA2	a	a	0
247	Rv0244c	chr	-	293797	295633	293797	295633	1	293797,	295633,	0	fadE5	a	a	0
248	Rv0245	chr	+	296004	296493	296004	296493	1	296004,	296493,	0	-	a	a	0
249	Rv0246	chr	+	296808	298119	296808	298119	1	296808,	298119,	0	-	a	a	0
250	Rv0247c	chr	-	298115	298862	298115	298862	1	298115,	298862,	0	-	a	a	0
251	Rv0248c	chr	-	298862	300803	298862	300803	1	298862,	300803,	0	sdhA	a	a	0
252	Rv0249c	chr	-	300833	301655	300833	301655	1	300833,	301655,	0	-	a	a	0
253	Rv0250c	chr	-	301734	302028	301734	302028	1	301734,	302028,	0	-	a	a	0
254	Rv0251c	chr	-	302172	302652	302172	302652	1	302172,	302652,	0	hsp	a	a	0
255	Rv0252	chr	+	302865	305427	302865	305427	1	302865,	305427,	0	nirB	a	a	0
256	Rv0253	chr	+	305452	305809	305452	305809	1	305452,	305809,	0	nirD	a	a	0
257	Rv0254c	chr	-	305824	306349	305824	306349	1	305824,	306349,	0	cobU	a	a	0
258	Rv0255c	chr	-	306373	307858	306373	307858	1	306373,	307858,	0	cobQ1	a	a	0
259	Rv0256c	chr	-	307876	309547	307876	309547	1	307876,	309547,	0	PPE2	a	a	0
260	Rv0257	chr	+	309698	310073	309698	310073	1	309698,	310073,	0	-	a	a	0
261	Rv0258c	chr	-	310293	310749	310293	310749	1	310293,	310749,	0	-	a	a	0
262	Rv0259c	chr	-	310773	311517	310773	311517	1	310773,	311517,	0	-	a	a	0
263	Rv0260c	chr	-	311513	312659	311513	312659	1	311513,	312659,	0	-	a	a	0
264	Rv0261c	chr	-	312758	314168	312758	314168	1	312758,	314168,	0	narK3	a	a	0
265	Rv0262c	chr	-	314308	314854	314308	314854	1	314308,	314854,	0	aac	a	a	0
266	Rv0263c	chr	-	314863	315766	314863	315766	1	314863,	315766,	0	-	a	a	0
267	Rv0264c	chr	-	315782	316415	315782	316415	1	315782,	316415,	0	-	a	a	0
268	Rv0265c	chr	-	316510	317503	316510	317503	1	316510,	317503,	0	-	a	a	0
269	Rv0266c	chr	-	317524	321154	317524	321154	1	317524,	321154,	0	oplA	a	a	0
270	Rv0267	chr	+	321330	322722	321330	322722	1	321330,	322722,	0	narU	a	a	0
271	Rv0268c	chr	-	322763	323273	322763	323273	1	322763,	323273,	0	-	a	a	0
272	Rv0269c	chr	-	323337	324531	323337	324531	1	323337,	324531,	0	-	a	a	0
273	Rv0270	chr	+	324566	326249	324566	326249	1	324566,	326249,	0	fadD2	a	a	0
274	Rv0271c	chr	-	326265	328461	326265	328461	1	326265,	328461,	0	fadE6	a	a	0
275	Rv0272c	chr	-	328574	329708	328574	329708	1	328574,	329708,	0	-	a	a	0
276	Rv0273c	chr	-	329704	330325	329704	330325	1	329704,	330325,	0	-	a	a	0
277	Rv0274	chr	+	330421	331003	330421	331003	1	330421,	331003,	0	-	a	a	0
278	Rv0275c	chr	-	330932	331658	330932	331658	1	330932,	331658,	0	-	a	a	0
279	Rv0276	chr	+	331747	332668	331747	332668	1	331747,	332668,	0	-	a	a	0
280	Rv0277c	chr	-	332707	333136	332707	333136	1	332707,	333136,	0	-	a	a	0
281	Rv0278c	chr	-	333436	336310	333436	336310	1	333436,	336310,	0	PE_PGRS3	a	a	0
282	Rv0279c	chr	-	336559	339073	336559	339073	1	336559,	339073,	0	PE_PGRS4	a	a	0
283	Rv0280	chr	+	339363	340974	339363	340974	1	339363,	340974,	0	PPE3	a	a	0
284	Rv0281	chr	+	340997	341906	340997	341906	1	340997,	341906,	0	-	a	a	0
285	Rv0282	chr	+	342129	344025	342129	344025	1	342129,	344025,	0	-	a	a	0
286	Rv0283	chr	+	344021	345638	344021	345638	1	344021,	345638,	0	-	a	a	0
287	Rv0284	chr	+	345634	349627	345634	349627	1	345634,	349627,	0	-	a	a	0
288	Rv0285	chr	+	349623	349932	349623	349932	1	349623,	349932,	0	PE5	a	a	0
289	Rv0286	chr	+	349934	351476	349934	351476	1	349934,	351476,	0	PPE4	a	a	0
290	Rv0287	chr	+	351524	351818	351524	351818	1	351524,	351818,	0	esxG	a	a	0
291	Rv0288	chr	+	351847	352138	351847	352138	1	351847,	352138,	0	esxH	a	a	0
292	Rv0289	chr	+	352148	353036	352148	353036	1	352148,	353036,	0	-	a	a	0
293	Rv0290	chr	+	353082	354501	353082	354501	1	353082,	354501,	0	-	a	a	0
294	Rv0291	chr	+	354497	355883	354497	355883	1	354497,	355883,	0	mycP3	a	a	0
295	Rv0292	chr	+	355879	356875	355879	356875	1	355879,	356875,	0	-	a	a	0
296	Rv0293c	chr	-	356861	358064	356861	358064	1	356861,	358064,	0	-	a	a	0
297	Rv0294	chr	+	358170	358956	358170	358956	1	358170,	358956,	0	tam	a	a	0
298	Rv0295c	chr	-	358944	359748	358944	359748	1	358944,	359748,	0	-	a	a	0
299	Rv0296c	chr	-	359757	361155	359757	361155	1	359757,	361155,	0	-	a	a	0
300	Rv0297	chr	+	361333	363109	361333	363109	1	361333,	363109,	0	PE_PGRS5	a	a	0
